Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES,Label_ILD,Label_Edema,Label_Pleural,Label_Embolism,DrugBank_ID,KEGG_ID
Testosterone enanthate,ADReCS: Thoracic disorders (excl lung and pleura),9416.0,ADReCS_only,testosterone enanthate,CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,0,0,0,0,,
Tetracycline anion,"ADReCS: Respiratory, thoracic and mediastinal disorders",27885548.0,ADReCS_only,tetracycline anion,C[NH+](C)C1C(=O)C(C(N)=O)=C([O-])C2(O)C(=O)C3=C([O-])c4c(O)cccc4C(C)(O)C3CC12,0,0,0,0,,
Sodium tetradecyl sulfate,ADReCS: Asthma,23665770.0,ADReCS_only,tetradecyl,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0,0,0,0,,
Tetradecyl hydrogen sulfate (ester),ADReCS: Asthma,8771.0,ADReCS_only,tetradecyl hydrogen (ester),CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,0,0,0,0,,
Tetraethylenepentamine,ADReCS: Thoracic disorders (excl lung and pleura),8197.0,ADReCS_only,tetraethylenepentamine,NCCNCCNCCNCCN,0,0,0,0,,
Tetrasodium;iron(3+);nitroxyl anion;pentacyanide,ADReCS: Respiratory signs and symptoms NEC,49868142.0,ADReCS_only,tetrasodium;iron(3+);nitroxyl anion;pentacyanide,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3].[N-]=O,0,0,0,0,,
Tetrofosmin,ADReCS: Bronchial disorders (excl neoplasms),4274.0,ADReCS_only,tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,0,0,0,0,,
Tetryzoline,ADReCS: Respiratory tract infections,5419.0,ADReCS_only,tetryzoline,c1ccc2c(c1)CCCC2C1=NCCN1,0,0,0,0,,
Thiabendazole,"ADReCS: Respiratory, thoracic and mediastinal disorders",5430.0,ADReCS_only,thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,0,0,0,0,,
Thiamine,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),1130.0,ADReCS_only,thiamine,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0,0,0,0,,
Thioproperazine,"ADReCS: Respiratory, thoracic and mediastinal disorders",9429.0,ADReCS_only,thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0,0,0,,
Thioridazine,ADReCS: Asthma,5452.0,ADReCS_only,thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0,0,0,0,,
Thiotepa,ADReCS: Asthma,5453.0,ADReCS_only,thiotepa,S=P(N1CC1)(N1CC1)N1CC1,0,0,0,0,,
Thiothixene,ADReCS: Respiratory disorders NEC,5454.0,ADReCS_only,thiothixene,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0,0,0,,
Tiagabine,ADReCS: Asthma,60648.0,ADReCS_only,tiagabine,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,0,0,0,0,,
Tiaprofenic acid,ADReCS: Asthma,5468.0,ADReCS_only,tiaprofenic acid,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0,0,0,0,,
Tigecycline,ADReCS: Bronchial conditions NEC,54686904.0,ADReCS_only,tigecycline,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,0,0,0,0,,
Tiludronate disodium,ADReCS: Bronchitis,60936.0,ADReCS_only,tiludronate disodium,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,0,0,0,0,,
Tinidazole,ADReCS: Bronchial disorders (excl neoplasms),5479.0,ADReCS_only,tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0,0,0,0,,
Tinzaparin sodium,ADReCS: Respiratory tract infections,8784.0,ADReCS_only,tinzaparin,O=C(O)C=Cc1ccccc1,0,0,0,0,,
Tipranavir,ADReCS: Respiratory disorders NEC,54682461.0,ADReCS_only,tipranavir,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0,0,0,0,,
Tipranavir disodium,ADReCS: Bacterial lower respiratory tract infections,163296.0,ADReCS_only,tipranavir disodium,CCCC1(CCc2ccccc2)CC([O-])=C(C(CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0,0,0,0,,
Tivozanib,"ADReCS: Respiratory, thoracic and mediastinal disorders",9911830.0,ADReCS_only,tivozanib,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,0,0,0,0,,
Tobramycin,ADReCS: Acute respiratory failure,36294.0,ADReCS_only,tobramycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0,0,0,0,,
Tolbutamide,ADReCS: Respiratory signs and symptoms NEC,5505.0,ADReCS_only,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0,0,0,0,,
Tolcapone,ADReCS: Asthma,4659569.0,ADReCS_only,tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0,0,0,0,,
Tolterodine,ADReCS: Bronchitis,443879.0,ADReCS_only,tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,0,0,0,0,,
Torsemide,ADReCS: Respiratory tract infections,41781.0,ADReCS_only,torsemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0,0,0,0,,
Tramazoline,ADReCS: Thoracic disorders (excl lung and pleura),5524.0,ADReCS_only,tramazoline,c1cc2c(c(NC3=NCCN3)c1)CCCC2,0,0,0,0,,
Trandolaprilat,ADReCS: Bronchitis,5464097.0,ADReCS_only,trandolaprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCCC21,0,0,0,0,,
Tranylcypromine,ADReCS: Respiratory disorders NEC,5530.0,ADReCS_only,tranylcypromine,NC1CC1c1ccccc1,0,0,0,0,,
Travoprost,ADReCS: Asthma,5282226.0,ADReCS_only,travoprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,0,0,0,0,,
Triamcinolone,ADReCS: Asthma,31307.0,ADReCS_only,triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,0,0,0,0,,
Triamcinolone acetonide,ADReCS: Asthma,6436.0,ADReCS_only,triamcinolone acetonide,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0,0,0,0,,
Triamcinolone diacetate,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),6216.0,ADReCS_only,triamcinolone diacetate,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,,
Triamcinolone hexacetonide,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),21826.0,ADReCS_only,triamcinolone hexacetonide,CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,0,0,0,,
Trimethadione,ADReCS: Lower respiratory tract signs and symptoms,5576.0,ADReCS_only,trimethadione,CN1C(=O)OC(C)(C)C1=O,0,0,0,0,,
Trimethoprim,ADReCS: Bronchial disorders (excl neoplasms),5578.0,ADReCS_only,trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0,0,0,0,,
Tromethamine,ADReCS: Respiratory and pulmonary function diagnostic procedures,6503.0,ADReCS_only,tromethamine,NC(CO)(CO)CO,0,0,0,0,,
Tropicamide,ADReCS: Bronchial disorders (excl neoplasms),5593.0,ADReCS_only,tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0,0,0,0,,
Tropisetron,ADReCS: Bronchial disorders (excl neoplasms),656665.0,ADReCS_only,tropisetron,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,0,0,0,0,,
Trovafloxacin,ADReCS: Asthma,62959.0,ADReCS_only,trovafloxacin,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0,0,0,0,,
Tryptophan,ADReCS: Respiratory signs and symptoms NEC,6305.0,ADReCS_only,tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,0,0,0,0,,
Tucatinib,ADReCS: Thoracic disorders (excl lung and pleura),51039094.0,ADReCS_only,tucatinib,Cc1cc(Nc2ncnc3ccc(N=C4NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,0,0,0,0,,
Ubrogepant,ADReCS: Respiratory signs and symptoms NEC,68748835.0,ADReCS_only,ubrogepant,CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0,0,0,0,,
Ulipristal,ADReCS: Respiratory signs and symptoms NEC,13559279.0,ADReCS_only,ulipristal,CC(=O)C1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,0,0,0,0,,
Unoprostone,ADReCS: Bronchitis,5311236.0,ADReCS_only,unoprostone,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O,0,0,0,0,,
Unoprostone isopropyl,ADReCS: Bronchitis,5282175.0,ADReCS_only,unoprostone isopropyl,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C,0,0,0,0,,
Urofollitropin,ADReCS: Acute respiratory distress syndrome,62819.0,ADReCS_only,urofollitropin,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,0,0,0,0,,
Ursodiol,ADReCS: Asthma,31401.0,ADReCS_only,ursodiol,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0,0,0,0,,
Valbenazine,ADReCS: Respiratory disorders NEC,24795069.0,ADReCS_only,valbenazine,COc1cc2c(cc1OC)C1CC(OC(=O)C(N)C(C)C)C(CC(C)C)CN1CC2,0,0,0,0,,
Valdecoxib,ADReCS: Bronchial disorders (excl neoplasms),119607.0,ADReCS_only,valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0,0,0,0,,
Valganciclovir,ADReCS: Bronchitis; Respiratory tract infections,135413535.0,ADReCS_only,valganciclovir,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,0,0,0,0,,
Valproate sodium,ADReCS: Bronchitis,16760703.0,ADReCS_only,valproate,CCCC(CCC)C(=O)[O-],0,0,0,0,,
Valproic acid,ADReCS: Acute respiratory distress syndrome,3121.0,ADReCS_only,valproic acid,CCCC(CCC)C(=O)O,0,0,0,0,,
Valrubicin,ADReCS: Respiratory tract infections,454216.0,ADReCS_only,valrubicin,CCCCC(=O)OCC(=O)C1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1,0,0,0,0,,
Vardenafil,ADReCS: Respiratory tract infections; Thoracic disorders (excl lung and pleura),135400189.0,ADReCS_only,vardenafil,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,0,0,0,0,,
Varenicline,ADReCS: Asthma,170361.0,ADReCS_only,varenicline,c1cnc2cc3c(cc2n1)C1CNCC3C1,0,0,0,0,,
Vericiguat,ADReCS: Respiratory disorders NEC,54674461.0,ADReCS_only,vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,0,0,0,0,,
Vibegron,ADReCS: Respiratory signs and symptoms NEC,44472635.0,ADReCS_only,vibegron,O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,0,0,0,0,,
Vigabatrin,ADReCS: Acute respiratory distress syndrome,5665.0,ADReCS_only,vigabatrin,C=CC(N)CCC(=O)O,0,0,0,0,,
Vilazodone,ADReCS: Respiratory signs and symptoms NEC,6918314.0,ADReCS_only,vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0,0,0,0,,
Viloxazine,ADReCS: Respiratory signs and symptoms NEC,5666.0,ADReCS_only,viloxazine,CCOc1ccccc1OCC1CNCCO1,0,0,0,0,,
Vinflunine,ADReCS: Acute respiratory distress syndrome,10629256.0,ADReCS_only,vinflunine,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,0,0,0,0,,
Vismodegib,ADReCS: Acute respiratory distress syndrome,24776445.0,ADReCS_only,vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0,0,0,0,,
Voclosporin,ADReCS: Respiratory disorders NEC,6918486.0,ADReCS_only,voclosporin,C=CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,0,0,0,,
Voltaren,ADReCS: Asthma,5018304.0,ADReCS_only,voltaren,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,0,0,0,0,,
Vorinostat,ADReCS: Bronchial disorders (excl neoplasms),5311.0,ADReCS_only,vorinostat,O=C(CCCCCCC(O)=NO)Nc1ccccc1,0,0,0,0,,
Vortioxetine,"ADReCS: Respiratory tract infections; Respiratory, thoracic and mediastinal disorders",9966051.0,ADReCS_only,vortioxetine,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,0,0,0,0,,
Voxelotor,ADReCS: Lung disorder,71602803.0,ADReCS_only,voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0,0,0,0,,
Xylometazoline,ADReCS: Respiratory disorders NEC,5709.0,ADReCS_only,xylometazoline,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0,0,0,0,,
Zalcitabine,ADReCS: Bronchial disorders (excl neoplasms),24066.0,ADReCS_only,zalcitabine,Nc1ccn(C2CCC(CO)O2)c(=O)n1,0,0,0,0,,
Zaleplon,ADReCS: Asthma,5719.0,ADReCS_only,zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0,0,0,0,,
Ziconotide,ADReCS: Respiratory tract infections; Thoracic disorders (excl lung and pleura),16135415.0,ADReCS_only,ziconotide,CSCCC1NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CSSCC3NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CSSCC(N)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(N)=O)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC3=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0,0,0,0,,
Zidovudine,ADReCS: Bronchial disorders (excl neoplasms),35370.0,ADReCS_only,zidovudine,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,0,0,0,0,,
Zileuton,ADReCS: Respiratory tract infections,60490.0,ADReCS_only,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,0,0,0,0,,
Zolmitriptan,ADReCS: Bronchial disorders (excl neoplasms),60857.0,ADReCS_only,zolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,0,0,0,0,,
Zuclopenthixol,ADReCS: Respiratory tract infections,5311507.0,ADReCS_only,zuclopenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,0,0,,
fluoroestradiol F 18,,,,,CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,0,0,0,0,,
flortaucipir F 18,,,,,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0,0,0,0,,
cepharanthine,,,,,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,0,0,0,0,,
EIDD-1931,,,,,CC(C)C(=O)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,0,0,0,0,,
mefuparib,,,,,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,0,0,0,0,,
fosnetupitant,,,,,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,0,0,,
latanoprostene bunod,,,,,O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],0,0,0,0,,
vaborbactam,,,,,O=C(O)CC1CCC(NC(=O)Cc2cccs2)B(O)O1,0,0,0,0,,
levornidazole,,,,,Cc1ncc([N+](=O)[O-])n1CC(C)CCl,0,0,0,0,,
morinidazole,,,,,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,0,0,0,0,,
forodesine,,,,,O=c1[nH]cnc2c(C3NC(CO)C(O)C3O)c[nH]c12,0,0,0,0,,
tazemetostat,,,,,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0,0,0,0,,
rimegepant,,,,,NC1c2cccnc2C(OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CCC1c1cccc(F)c1F,0,0,0,0,,
plazomicin,,,,,CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,0,0,0,0,,
macimorelin,,,,,CC(C)(N)C(=O)NC(Cc1cc2ccccc2[nH]1)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O,0,0,0,0,,
olmutinib,,,,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0,0,0,0,,
radotinib,,,,,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,0,0,0,0,,
pemafibrate,,,,,CCC(Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,0,0,0,0,,
zabofloxacin,,,,,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CNC2,0,0,0,0,,
imrecoxib,,,,,CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O,0,0,0,0,,
hydrocortisone phosphate,,,,,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,0,0,0,0,,
meglumine,,,,,CNCC(O)C(O)C(O)C(O)CO,0,0,0,0,,
cefathiamidine,,,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(=NC(C)C)NC(C)C)C2SC1,0,0,0,0,,
eldecalcitol,,,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(OCCCO)C1O,0,0,0,0,,
encorafenib,,,,,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0,0,0,0,,
tecovirimat,,,,,O=C(Nn1c(O)c2c(c1O)C1C=CC2C2CC12)c1ccc(C(F)(F)F)cc1,0,0,0,0,,
bictegravir,,,,,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,0,0,0,0,,
tezacaftor,,,,,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1CC(O)CO,0,0,0,0,,
mepiprazole,,,,,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1,0,0,0,0,,
lorpiprazole,,,,,FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3CC3CCCC43)CC2)c1,0,0,0,0,,
osilodrostat,,,,,N#Cc1ccc(C2CCc3cncn32)c(F)c1,0,0,0,0,,
elobixibat,,,,,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)NC(C(=O)NCC(=O)O)c3ccccc3)cc2S(=O)(=O)C1,0,0,0,0,,
fluciclovine (18F),,,,,NC1(C(=O)O)CC(F)C1,0,0,0,0,,
velpatasvir,,,,,COCC1CC(c2nc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c(C7CCC(C)N7C(=O)C(NC(=O)OC)C(C)C)nc65)cc3-4)c[nH]2)N(C(=O)C(NC(=O)OC)c2ccccc2)C1,0,0,0,0,,
monoxerutin,,,,,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0,0,0,0,,
oxiglutatione,,,,,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0,0,0,0,,
eravacycline dihydrochloride,,,,,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4CC3CC12,0,0,0,0,,
omadacycline,,,,,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,0,0,0,0,,
talazoparib tosylate,,,,,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,0,0,0,0,,
elbasvir,,,,,COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4c[nH]c(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,0,0,0,0,,
pemigatinib,,,,,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,0,0,0,0,,
ibrexafungerp,,,,,CC(C)C(C)C1(C)CCC2(C)C3CCC4C5(COCC4(C)C(OCC(C)(N)C(C)(C)C)C(n4ncnc4-c4ccncc4)C5)C3=CCC2(C)C1C(=O)O,0,0,0,0,,
etimicin,,,,,CCNC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,0,0,0,0,,
grazoprevir,,,,,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,0,0,0,0,,
climbazole,,,,,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,0,0,0,0,,
trenbolone hexahydrobenzylcarbonate,,,,,CC12C=CC3=C(CC=C4CC(=O)CCC43)C1CCC2OC(=O)OCC1CCCCC1,0,0,0,0,,
pentapiperium metilsulfate,,,,,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,0,0,0,0,,
alfadolone acetate,,,,,CC(=O)OCC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0,0,0,0,,
saroglitazar,,,,,CCOC(Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O,0,0,0,0,,
pitolisant,,,,,Clc1ccc(CCCOCCCN2CCCCC2)cc1,0,0,0,0,,
gluconolactone,,,,,O=C1OC(CO)C(O)C(O)C1O,0,0,0,0,,
angiotensin II,,,,,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0,0,0,0,,
faropenem medoxil,,,,,Cc1oc(=O)oc1COC(=O)C1=C(C2CCCO2)SC2C(C(C)O)C(=O)N12,0,0,0,0,,
evocalcet,,,,,CC(NC1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12,0,0,0,0,,
copanlisib,,,,,COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3,0,0,0,0,,
uridine triacetate,,,,,CC(=O)OC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,0,0,0,0,,
olanexidine,,,,,CCCCCCCCN=C(N)N=C(N)NCc1ccc(Cl)c(Cl)c1,0,0,0,0,,
menadiol sodium diphosphate,,,,,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,0,0,0,0,,
omidenepag isopropyl,,,,,CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,0,0,0,0,,
trelagliptin,,,,,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2cc(F)ccc2C#N)c1=O,0,0,0,0,,
isavuconazonium,,,,,CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(CC(O)(c2cc(F)ccc2F)C(C)c2nc(-c3ccc(C#N)cc3)cs2)c1,0,0,0,0,,
isoflupredone acetate,,,,,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,,
drofenine,,,,,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0,0,0,0,,
tenofovir alafenamide,,,,,CC(C)OC(=O)C(C)NP(=O)(COC(C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,0,0,0,0,,
avibactam,,,,,NC(=O)C1CCC2CN1C(=O)N2OS(=O)(=O)O,0,0,0,0,,
decamethoxine,,,,,CC1CCC(C(C)C)C(OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)OC2CC(C)CCC2C(C)C)C1,0,0,0,0,,
finafloxacin,,,,,N#Cc1c(N2CC3NCCOC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0,0,0,,
safinamide,,,,,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0,0,0,0,,
ceftolozane,,,,,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC(C)(C)C(=O)O)c3nsc(N)n3)C2SC1,0,0,0,0,,
acotiamide,,,,,COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC,0,0,0,0,,
