smiles,Drug_Name,Pattern,PubChem_ID,Source,norm,is_perfect_dups,indexes
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,Bacillus calmette-guerin,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),6451,ADReCS_only,bacillus calmette-guerin,False,"[994, 1041]"
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,Chlorphenamine,ADReCS: Bronchial disorders (excl neoplasms),2725,ADReCS_only,chlorphenamine,False,"[1094, 1168]"
O=S(=O)(O)CCS,Coenzyme M,ADReCS: Respiratory disorders NEC,598,ADReCS_only,coenzyme m,False,"[1118, 1532]"
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Desonide,ADReCS: Asthma,5311066,ADReCS_only,desonide,False,"[1162, 1929]"
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,Deutetrabenazine,ADReCS: Respiratory signs and symptoms NEC,73437646,ADReCS_only,deutetrabenazine,False,"[1167, 1838]"
CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1.[Gd+3].[Na+].[Na+],Eovist,ADReCS: Thoracic disorders (excl lung and pleura),91754427,ADReCS_only,eovist,False,"[1234, 1345]"
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Flunisolide,ADReCS: Bronchial disorders (excl neoplasms),82153,ADReCS_only,flunisolide,False,"[1301, 1302]"
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],Gadoversetamide,ADReCS: Asthma,444013,ADReCS_only,gadoversetamide,False,"[1344, 1633]"
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,Icosapent,"ADReCS: Respiratory, thoracic and mediastinal disorders",446284,ADReCS_only,icosapent,False,"[1403, 1630]"
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O,Lixisenatide,"ADReCS: Respiratory, thoracic and mediastinal disorders",90472060,ADReCS_only,lixisenatide,False,"[1494, 1514]"
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,Sapropterin,ADReCS: Thoracic disorders (excl lung and pleura),135398654,ADReCS_only,sapropterin,False,"[1775, 1844]"
F[B-](F)(F)F.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Cu+],Tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) tetrafluoroborate,ADReCS: Respiratory signs and symptoms NEC,92043160,ADReCS_only,tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) tetrafluoroborate,False,"[1846, 1847]"
NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,Thyrotropin alfa,ADReCS: Respiratory tract infections,32281,ADReCS_only,thyrotropin alfa,False,"[1859, 1860]"
